id,fecha_inicio,mes_reclamo,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg
21734,2023-01-06 7:26:00,1,2023-01-06 7:29:48,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
21735,2023-01-06 7:27:47,1,2023-01-06 7:30:08,7,7,7,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
21736,2023-01-06 7:28:43,1,2023-01-06 7:30:34,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Empleador/a o patrón/a,Menos de $300.000,No,No
21737,2023-01-06 8:05:13,1,2023-01-06 8:07:08,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,7,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
21738,2023-01-06 8:05:54,1,2023-01-06 8:07:52,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
21740,2023-01-06 8:47:20,1,2023-01-06 8:56:14,1,2,1,2,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,1,7,1,2,Masculino.,Región de Valparaíso.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No
21741,2023-01-06 8:55:51,1,2023-01-06 8:58:08,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Arica y Parinacota.,Superior técnico profesional completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No
21742,2023-01-06 9:00:29,1,2023-01-06 9:02:26,2,2,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,7,2,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajo familiar o personal no remunerado,Menos de $300.000,No,No
21746,2023-01-06 9:23:31,1,2023-01-06 9:25:51,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,5,1,1,Femenino.,Región del Maule.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
21747,2023-01-06 10:03:49,1,2023-01-06 10:07:10,1,1,1,7,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,1,1,5,2,Masculino.,Región de Coquimbo.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,Sí,No
21748,2023-01-06 10:19:50,1,2023-01-06 10:21:53,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
21750,2023-01-06 10:47:04,1,2023-01-06 10:49:12,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
21751,2023-01-06 10:59:14,1,2023-01-06 11:14:02,3,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,2,2,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,Sí
21753,2023-01-06 11:03:57,1,2023-01-06 11:09:49,2,1,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,7,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
21754,2023-01-06 11:16:38,1,2023-01-06 11:18:26,4,4,1,2,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,1,1,2,2,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
21755,2023-01-06 11:41:02,1,2023-01-06 11:43:32,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No
21756,2023-01-06 12:12:07,1,2023-01-06 12:15:48,7,7,4,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Coquimbo.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,$1.100.000 o más,No,No
21757,2023-01-06 12:20:11,1,2023-01-06 12:24:03,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
21758,2023-01-06 12:34:02,1,2023-01-06 12:36:52,4,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,4,4,6,4,Masculino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No
21759,2023-01-06 13:02:37,1,2023-01-06 13:22:15,7,1,7,7,,,,,Otro,Me hubiera gustado recibir información con menor frecuencia.,4,1,5,3,2,Masculino.,Región de La Araucanía.,Media completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
21763,2023-01-06 14:51:12,1,2023-01-06 14:54:01,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,1,1,1,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,65 años o más.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No
21767,2023-01-06 15:33:47,1,2023-01-06 15:41:58,1,1,1,5,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,3,1,3,3,1,Femenino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
21768,2023-01-06 15:34:20,1,2023-01-06 15:37:09,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Arica y Parinacota.,Media completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
21770,2023-01-06 16:47:51,1,2023-01-06 16:50:15,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajo familiar o personal no remunerado,Menos de $300.000,No,No
21771,2023-01-06 17:21:43,1,2023-01-06 17:23:42,7,7,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
21773,2023-01-06 18:02:03,1,2023-01-06 18:05:05,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
21775,2023-01-06 18:47:01,1,2023-01-06 18:54:51,7,7,5,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,6,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí
21778,2023-01-06 20:13:25,1,2023-01-06 20:15:57,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
21779,2023-01-06 21:40:56,1,2023-01-06 21:44:06,3,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,3,3,Masculino.,Región de La Araucanía.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
21780,2023-01-07 8:43:02,1,2023-01-07 8:48:45,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
21781,2023-01-07 9:00:17,1,2023-01-07 9:02:15,7,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Aysén del General Carlos Ibáñez del Campo.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
21782,2023-01-07 9:09:23,1,2023-01-07 9:13:27,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Maule.,Superior técnico profesional completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
21784,2023-01-07 10:24:34,1,2023-01-07 10:26:28,7,7,5,6,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
21785,2023-01-07 10:33:03,1,2023-01-07 10:36:45,7,7,1,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,1,10,7,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $300.001 y $399.999,No,No
21790,2023-01-07 21:01:31,1,2023-01-07 21:11:28,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Otro,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,45 a 64 años.,Jubilado/a,$1.100.000 o más,No,No
21791,2023-01-07 21:37:57,1,2023-01-07 21:39:47,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
21792,2023-01-08 1:08:32,1,2023-01-08 1:11:03,1,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,6,7,3,Masculino.,Región de Arica y Parinacota.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,Menos de $300.000,Sí,Sí
21793,2023-01-08 7:31:46,1,2023-01-08 7:33:52,7,7,1,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Trabajo familiar o personal no remunerado,Menos de $300.000,No,No
21795,2023-01-08 13:25:33,1,2023-01-08 13:33:45,7,7,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,7,7,10,6,No binario,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
21798,2023-01-08 17:49:45,1,2023-01-08 18:00:51,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,2,3,1,1,Femenino.,Región de La Araucanía.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No
21800,2023-01-08 20:25:13,1,2023-01-08 20:27:49,7,7,7,6,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,6,6,10,7,Masculino.,Región de Arica y Parinacota.,Media completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,Sí
21802,2023-01-09 2:00:43,1,2023-01-09 2:03:56,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,Sí,No
21804,2023-01-09 7:09:59,1,2023-01-09 7:13:07,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
21805,2023-01-09 8:56:17,1,2023-01-09 8:58:42,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
21808,2023-01-09 9:17:15,1,2023-01-09 9:19:57,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,1,2,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
21809,2023-01-09 9:30:00,1,2023-01-09 9:37:03,7,7,2,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
21810,2023-01-09 9:35:16,1,2023-01-09 9:38:26,6,6,4,5,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,8,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
21811,2023-01-09 9:50:54,1,2023-01-09 9:53:01,6,5,2,5,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,9,6,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No
21812,2023-01-09 9:58:07,1,2023-01-09 9:59:44,7,6,5,6,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,6,6,9,5,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
21814,2023-01-09 10:03:31,1,2023-01-09 10:05:20,6,3,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,6,6,6,2,Masculino.,Región del Maule.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
21817,2023-01-09 10:16:13,1,2023-01-09 10:18:30,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con menor frecuencia.,2,1,5,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No
21819,2023-01-09 10:36:15,1,2023-01-09 10:55:02,3,1,1,3,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,5,4,4,5,3,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $400.000 y $599.999,No,No
21820,2023-01-09 11:03:39,1,2023-01-09 11:05:40,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,1,1,1,1,Femenino.,Región de Tarapacá.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
21821,2023-01-09 11:50:15,1,2023-01-09 11:53:34,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Coquimbo.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
21822,2023-01-09 11:56:57,1,2023-01-09 12:00:22,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,1,1,1,Masculino.,Región de Coquimbo.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
21823,2023-01-09 11:57:02,1,2023-01-09 11:59:28,3,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,3,5,3,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,Sí,Sí
21825,2023-01-09 12:19:00,1,2023-01-09 12:21:16,7,6,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No
21826,2023-01-09 12:21:05,1,2023-01-09 12:25:32,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,6,10,7,Masculino.,Región de Los Lagos.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No
21828,2023-01-09 12:44:24,1,2023-01-09 12:46:44,7,7,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
21829,2023-01-09 13:00:52,1,2023-01-09 13:04:06,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,4,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No
21830,2023-01-09 13:10:33,1,2023-01-09 13:12:25,5,5,1,5,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,1,4,4,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
21831,2023-01-09 13:33:16,1,2023-01-09 13:37:10,6,6,6,6,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
21835,2023-01-09 14:20:19,1,2023-01-09 14:27:18,1,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,2,2,1,1,Masculino.,Región del Biobío.,Media completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
21840,2023-01-09 16:03:54,1,2023-01-09 16:06:56,7,3,1,6,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,5,6,9,5,Femenino.,Región de Valparaíso.,Básica incompleta.,65 años o más.,Jubilado/a,Menos de $300.000,No,No
