id,fecha_inicio,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg,mes
24240,2023-04-06 11:57:39,2023-04-06 12:04:56,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Biobío.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,April
24241,2023-04-06 12:36:29,2023-04-06 12:40:23,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,6,5,1,1,Femenino.,Región de Valparaíso.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No,April
24243,2023-04-06 12:59:39,2023-04-06 13:02:13,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,3,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,April
24245,2023-04-06 13:51:32,2023-04-06 13:57:48,2,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,1,2,2,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,April
24246,2023-04-06 14:34:27,2023-04-06 14:39:02,3,1,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,5,3,1,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,April
24247,2023-04-06 14:45:07,2023-04-06 14:47:09,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Los Ríos.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,Sí,No,April
24248,2023-04-06 15:09:50,2023-04-06 15:15:04,6,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,4,6,10,6,Femenino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,April
24249,2023-04-06 15:53:26,2023-04-06 15:57:57,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Jubilado/a,Menos de $300.000,Sí,No,April
24251,2023-04-06 16:23:23,2023-04-06 16:25:54,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Los Lagos.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,April
24252,2023-04-06 17:22:27,2023-04-06 17:35:44,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Menos de $300.000,Sí,No,April
24253,2023-04-06 17:29:10,2023-04-06 18:14:47,5,4,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,4,6,9,5,Femenino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,Sí,No,April
24255,2023-04-06 18:00:30,2023-04-06 18:04:43,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,April
24256,2023-04-06 18:04:07,2023-04-06 18:06:31,7,7,5,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,April
24258,2023-04-06 18:47:35,2023-04-06 18:50:43,6,7,6,5,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,7,7,8,5,No binario,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,April
24259,2023-04-06 20:24:16,2023-04-06 20:29:01,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,April
24261,2023-04-06 22:33:00,2023-04-06 22:37:51,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,Sí,Sí,April
24262,2023-04-06 22:39:28,2023-04-06 22:41:30,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,April
24264,2023-04-07 08:23:14,2023-04-07 08:27:22,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $300.001 y $399.999,No,No,April
24266,2023-04-07 09:59:09,2023-04-07 10:04:10,3,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,4,3,2,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,April
24268,2023-04-07 13:06:44,2023-04-07 13:12:21,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No,April
24271,2023-04-07 15:26:20,2023-04-07 15:29:04,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,2,2,2,1,Masculino.,Región de Tarapacá.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,Sí,April
24276,2023-04-07 21:53:17,2023-04-07 21:55:12,6,6,6,6,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,April
24279,2023-04-07 23:50:29,2023-04-07 23:53:09,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Maule.,Media completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,April
24281,2023-04-08 10:12:17,2023-04-08 10:13:47,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Maule.,Superior universitaria completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,April
24282,2023-04-08 18:58:55,2023-04-08 19:01:48,4,1,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,April
24285,2023-04-08 20:03:07,2023-04-08 20:07:58,6,5,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,5,5,10,6,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,April
24289,2023-04-09 17:55:07,2023-04-09 18:36:05,1,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,5,5,5,4,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,Sí,No,April
24290,2023-04-09 22:51:20,2023-04-09 22:59:47,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Trabajo familiar o personal no remunerado,Menos de $300.000,Sí,No,April
24291,2023-04-10 00:29:58,2023-04-10 00:35:48,1,1,1,1,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Antofagasta.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,April
24292,2023-04-10 08:00:44,2023-04-10 08:03:49,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Coquimbo.,Media completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,Sí,April
24293,2023-04-10 08:20:20,2023-04-10 08:22:34,3,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,3,4,6,4,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,April
24294,2023-04-10 08:35:14,2023-04-10 08:40:33,4,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,4,5,8,3,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,Sí,No,April
24298,2023-04-10 09:32:40,2023-04-10 09:35:34,1,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,1,2,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,April
24299,2023-04-10 09:42:45,2023-04-10 09:44:08,4,1,1,2,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,1,2,1,No binario,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,April
24300,2023-04-10 09:53:03,2023-04-10 09:57:53,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No,April
24301,2023-04-10 10:09:25,2023-04-10 10:11:27,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,April
24303,2023-04-10 10:29:19,2023-04-10 10:31:09,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,April
24304,2023-04-10 10:38:39,2023-04-10 10:40:34,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No,April
24305,2023-04-10 10:44:02,2023-04-10 10:44:46,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,April
24309,2023-04-10 11:28:12,2023-04-10 11:31:47,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,April
24310,2023-04-10 11:28:13,2023-04-10 11:34:36,1,1,1,1,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,5,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,April
24311,2023-04-10 11:32:21,2023-04-10 11:35:06,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,2,5,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,April
24313,2023-04-10 11:38:21,2023-04-10 11:46:05,2,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,4,5,4,4,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,April
24315,2023-04-10 12:11:28,2023-04-10 12:13:42,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Los Lagos.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,Sí,No,April
24318,2023-04-10 12:53:05,2023-04-10 12:55:46,7,4,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,4,10,5,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,April
24322,2023-04-10 14:24:00,2023-04-10 14:26:23,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Básica completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,Sí,No,April
24323,2023-04-10 14:35:53,2023-04-10 14:41:08,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,3,3,1,1,Femenino.,Región del Maule.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,Sí,No,April
24325,2023-04-10 15:36:33,2023-04-10 15:43:58,6,6,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,6,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Jubilado/a,Entre $300.001 y $399.999,No,No,April
24327,2023-04-10 15:56:50,2023-04-10 15:58:55,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,April
24328,2023-04-10 16:24:38,2023-04-10 16:26:49,1,1,1,1,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,10,7,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,April
24336,2023-04-10 20:24:33,2023-04-10 20:26:19,7,7,6,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Empleador/a o patrón/a,$1.100.000 o más,No,No,April
24337,2023-04-10 20:33:22,2023-04-10 20:34:59,4,5,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,7,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,April
24338,2023-04-10 21:19:42,2023-04-10 21:22:34,1,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,4,6,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No,April
24339,2023-04-10 21:50:32,2023-04-10 21:53:10,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,7,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,April
24340,2023-04-10 23:07:52,2023-04-10 23:13:03,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No,April
24343,2023-04-11 08:02:08,2023-04-11 08:05:59,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,April
24345,2023-04-11 08:23:02,2023-04-11 08:28:20,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,April
24347,2023-04-11 08:41:35,2023-04-11 08:47:11,5,4,1,4,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,4,4,8,5,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí,April
24349,2023-04-11 08:58:44,2023-04-11 09:07:19,5,1,1,1,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,6,1,1,1,1,Masculino.,Región de La Araucanía.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,Sí,April
24352,2023-04-11 09:38:18,2023-04-11 09:41:07,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Ñuble.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,April
24353,2023-04-11 09:54:05,2023-04-11 10:03:20,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,3,1,4,Masculino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,$1.100.000 o más,No,No,April
